"ds_entidade";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)";"Ano";"Receita líquida de vendas";"Custo direto de produção - Total";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"Receita líquida de vendas (em valores de 2019)";"Custo direto de produção - Total (em valores de 2019)";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção (em valores de 2019)";"mkp"
"Setor";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores";"2013";"41894447";"23839921";"3602139";"58749411";"33431192";"5051351";"1,52665095113122"
"Sub_Setor";"30.1 Construção de embarcações";"2013";"11781554";"6714448";"1810034";"16521506";"9415803";"2538246";"1,38208444806382"
"Sub_Setor";"30.3 Fabricação de veículos ferroviários";"2013";"2424454";"1536318";"242918";"3399860";"2154409";"340649";"1,36263767144999"
"Sub_Setor";"30.4 Fabricação de aeronaves";"2013";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.5 Fabricação de veículos militares de combate";"2013";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente";"2013";"15630336";"10147944";"848935";"21918729";"14230662";"1190478";"1,42134291011113"
"Setor";"31 Fabricação de móveis";"2013";"30866062";"16867569";"4149819";"43284089";"23653725";"5819373";"1,46859647830644"
"Sub_Setor";"31.0 Fabricação de móveis";"2013";"30866062";"16867569";"4149819";"43284089";"23653725";"5819373";"1,46859647830644"
"Setor";"32 Fabricação de produtos diversos";"2013";"22854494";"9678349";"2396160";"32049308";"13572140";"3360183";"1,89278868399535"
"Sub_Setor";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"2013";"2195100";"748638";"289476";"3078232";"1049830";"405938";"2,11450765522862"
"Sub_Setor";"32.2 Fabricação de instrumentos musicais";"2013";"173520";"83763";"24162";"243331";"117463";"33883";"1,60778318276581"
"Sub_Setor";"32.3 Fabricação de artefatos para pesca e esporte";"2013";"889435";"435186";"79196";"1247272";"610270";"111058";"1,72913321228192"
"Sub_Setor";"32.4 Fabricação de brinquedos e jogos recreativos";"2013";"2498106";"913172";"259856";"3503143";"1280559";"364401";"2,12962179930914"
"Sub_Setor";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"2013";"8368348";"3513896";"730844";"11735100";"4927606";"1024877";"1,97146303424945"
"Sub_Setor";"32.9 Fabricação de produtos diversos";"2013";"8729985";"3983694";"1012626";"12242230";"5586413";"1420025";"1,74728300028821"
"Setor";"33 Manutenção, reparação e instalação de máquinas e equipamentos";"2013";"21777429";"7119273";"4585095";"30538919";"9983497";"6429769";"1,86062408495700"
"Sub_Setor";"33.1 Manutenção e reparação de máquinas e equipamentos";"2013";"18946222";"6243666";"4072747";"26568661";"8755616";"5711294";"1,83651255528448"
"Sub_Setor";"33.2 Instalação de máquinas e equipamentos";"2013";"2831207";"875607";"512348";"3970258";"1227881";"718476";"2,03984062883883"
"Total Indústria";"Total";"2014";"2766228986";"1603284360";"185024130";"3648239041";"2114490386";"244018936";"1,54684105201558"
"Indústria";"B Indústrias extrativas";"2014";"131491053";"35784036";"9508639";"173416877";"47193749";"12540461";"2,90314168902587"
"Setor";"05 Extração de carvão mineral";"2014";"1599075";"769569";"230324";"2108939";"1014946";"303763";"1,59924611933477"
"Sub_Setor";"05.0 Extração de carvão mineral";"2014";"1599075";"769569";"230324";"2108939";"1014946";"303763";"1,59924611933477"
"Setor";"06 Extração de petróleo e gás natural";"2014";"23098711";"9838681";"263857";"30463718";"12975737";"347988";"2,28642653954877"
"Sub_Setor";"06.0 Extração de petróleo e gás natural";"2014";"23098711";"9838681";"263857";"30463718";"12975737";"347988";"2,28642653954877"
"Setor";"07 Extração de minerais metálicos";"2014";"77610199";"15851099";"4059910";"102356153";"20905210";"5354409";"3,89785364468471"
"Sub_Setor";"07.1 Extração de minério de ferro";"2014";"70459678";"11990861";"3315106";"92925694";"15814138";"4372125";"4,60341238158948"
"Sub_Setor";"07.2 Extração de minerais metálicos não-ferrosos";"2014";"7150521";"3860238";"744804";"9430459";"5091072";"982284";"1,55275912792978"
"Setor";"08 Extração de minerais não-metálicos";"2014";"14242485";"5300314";"1580182";"18783691";"6990315";"2084022";"2,06997940264772"
"Sub_Setor";"08.1 Extração de pedra, areia e argila";"2014";"11386388";"4225913";"1283206";"15016929";"5573342";"1692355";"2,06682556684653"
"Sub_Setor";"08.9 Extração de outros minerais não-metálicos";"2014";"2856097";"1074401";"296976";"3766761";"1416973";"391667";"2,08264904544848"
"Setor";"09 Atividades de apoio à extração de minerais";"2014";"14940583";"4024373";"3374366";"19704377";"5307541";"4450280";"2,01934180946240"
"Sub_Setor";"09.1 Atividades de apoio à extração de petróleo e gás natural";"2014";"14633519";"3955542";"3317234";"19299406";"5216764";"4374932";"2,01209538146094"
"Sub_Setor";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural";"2014";"307064";"68831";"57132";"404971";"90778";"75348";"2,43773171486865"
"Indústria";"C Indústrias de transformação";"2014";"2634737933";"1567500324";"175515491";"3474822163";"2067296636";"231478475";"1,51159726166914"
"Setor";"10 Fabricação de produtos alimentícios";"2014";"546240081";"363027584";"26382699";"720408325";"478778659";"34794803";"1,40273666322263"
"Sub_Setor";"10.1 Abate e fabricação de produtos de carne";"2014";"171294487";"116487766";"9858315";"225911607";"153629804";"13001631";"1,35575623433860"
"Sub_Setor";"10.2 Preservação do pescado e fabricação de produtos do pescado";"2014";"3534143";"2238434";"224943";"4661002";"2952157";"296666";"1,43467402675271"
"Sub_Setor";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"2014";"24283536";"14018176";"1262661";"32026323";"18487861";"1665260";"1,58914959959327"
"Sub_Setor";"10.4 Fabricação de óleos e gorduras vegetais e animais";"2014";"105843281";"85182286";"1055456";"139591332";"112342595";"1391987";"1,22734290747084"
"Sub_Setor";"10.5 Laticínios";"2014";"55132301";"38353887";"1846617";"72711194";"50582995";"2435409";"1,37143307954547"
"Sub_Setor";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"2014";"52702016";"35083436";"1890788";"69506015";"46269763";"2493664";"1,42537179414502"
"Sub_Setor";"10.7 Fabricação e refino de açúcar";"2014";"51022680";"26210769";"4603152";"67291224";"34568053";"6070864";"1,65583211562073"
"Sub_Setor";"10.8 Torrefação e moagem de café";"2014";"9851958";"6345918";"207237";"12993247";"8369309";"273314";"1,50339157245632"
"Sub_Setor";"10.9 Fabricação de outros produtos alimentícios";"2014";"72575679";"39106912";"5433530";"95716380";"51576122";"7166007";"1,62943329120982"
"Setor";"11 Fabricação de bebidas";"2014";"75654562";"38901407";"2138095";"99776963";"51305092";"2819825";"1,84345711602446"
"Sub_Setor";"11.1 Fabricação de bebidas alcoólicas";"2014";"40239932";"20774721";"1313757";"53070404";"27398725";"1732647";"1,82176119151351"
"Sub_Setor";"11.2 Fabricação de bebidas não-alcoólicas";"2014";"35414630";"18126686";"824338";"46706558";"23906366";"1087178";"1,86874492903391"
"Setor";"12 Fabricação de produtos do fumo";"2014";"12485017";"6196508";"463636";"16465855";"8172260";"611466";"1,87458664557403"
"Sub_Setor";"12.1 Processamento industrial do fumo";"2014";"4376196";"3488622";"197773";"5771543";"4600967";"260833";"1,18712075076057"
"Sub_Setor";"12.2 Fabricação de produtos do fumo";"2014";"8108821";"2707886";"265863";"10694313";"3571293";"350633";"2,72680074881908"
"Setor";"13 Fabricação de produtos têxteis";"2014";"42554044";"25836433";"4901333";"56122369";"34074360";"6464119";"1,38442214700964"
"Sub_Setor";"13.1 Preparação e fiação de fibras têxteis";"2014";"5225356";"3350861";"568438";"6891457";"4419281";"749684";"1,33323739781017"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2014";"15862757";"9808042";"1675356";"20920585";"12935329";"2209542";"1,38136438360841"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2014";"5861984";"4008025";"485171";"7731073";"5285981";"639867";"1,30463572032024"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2014";"2986900";"1345852";"661972";"3939271";"1774976";"873041";"1,48763038991465"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2014";"12617047";"7323653";"1510396";"16639983";"9658794";"1991985";"1,42822922988088"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2014";"47938211";"22930645";"8273382";"63223274";"30242064";"10911344";"1,53628283298178"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2014";"46765040";"22436929";"8062478";"61676038";"29590927";"10633193";"1,53330981156453"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2014";"1173171";"493716";"210904";"1547236";"651137";"278151";"1,66496977094037"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2014";"38498439";"20182276";"5253116";"50773638";"26617380";"6928068";"1,51357757725928"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2014";"8329550";"6184651";"510761";"10985421";"8156622";"673617";"1,24406832619113"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2014";"1871400";"869020";"299399";"2468094";"1146106";"394862";"1,60165146236068"
"Sub_Setor";"15.3 Fabricação de calçados";"2014";"26059110";"12032490";"4019114";"34368038";"15869040";"5300606";"1,62345831606611"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2014";"2238379";"1096115";"423842";"2952084";"1445610";"558984";"1,47265942391791"
"Setor";"16 Fabricação de produtos de madeira";"2014";"24381283";"12530679";"3024295";"32155237";"16526077";"3988589";"1,56742679222736"
"Sub_Setor";"16.1 Desdobramento de madeira";"2014";"6989213";"3254734";"1081064";"9217718";"4292504";"1425760";"1,61197846394136"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2014";"17392070";"9275945";"1943231";"22937519";"12233573";"2562829";"1,55020921322564"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2014";"69417567";"37193785";"4677261";"91551307";"49052996";"6168602";"1,65788948764261"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2014";"16757070";"7843885";"672475";"22100049";"10344902";"886893";"1,96763288541114"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2014";"16678676";"9360825";"1267892";"21996659";"12345517";"1672158";"1,56920877656259"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2014";"18999885";"10807389";"1491576";"25057984";"14253317";"1967164";"1,54483608986610"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2014";"16981936";"9181686";"1245318";"22396614";"12109260";"1642387";"1,62864961018525"
"Setor";"18 Impressão e reprodução de gravações";"2014";"16649047";"7118007";"2064854";"21957583";"9387578";"2723231";"1,81305662799426"
"Sub_Setor";"18.1 Atividade de impressão";"2014";"13320054";"6033081";"1591337";"17567143";"7956724";"2098734";"1,74702567461543"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2014";"2356621";"733772";"437243";"3108028";"967735";"576658";"2,01246013074128"
"Sub_Setor";"18.3 Reprodução de materiais gravados em qualquer suporte";"2014";"972372";"351154";"36274";"1282412";"463119";"47840";"2,50981343630300"
"Setor";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis";"2014";"308877554";"144416658";"11182697";"407362932";"190463802";"14748292";"1,98508248315040"
"Sub_Setor";"19.1 Coquerias";"2014";"255658";"149618";"29624";"337174";"197324";"39070";"1,42632865065108"
"Sub_Setor";"19.2 Fabricação de produtos derivados do petróleo";"2014";"276968614";"126064811";"8785190";"365279851";"166260482";"11586341";"2,05390146048275"
"Sub_Setor";"19.3 Fabricação de biocombustíveis";"2014";"31653282";"18202229";"2367883";"41745907";"24005996";"3122881";"1,53879969151359"
"Setor";"20 Fabricação de produtos químicos";"2014";"260755014";"177385186";"8517999";"343896556";"233944321";"11233957";"1,40263876597918"
"Sub_Setor";"20.1 Fabricação de produtos químicos inorgânicos";"2014";"59704211";"42309152";"2026215";"78740854";"55799394";"2672272";"1,34664975255534"
"Sub_Setor";"20.2 Fabricação de produtos químicos orgânicos";"2014";"59004987";"43510483";"1347403";"77818683";"57383768";"1777021";"1,31537600768792"
"Sub_Setor";"20.3 Fabricação de resinas e elastômeros";"2014";"19971938";"15857156";"524290";"26339976";"20913198";"691459";"1,21918040690669"
"Sub_Setor";"20.4 Fabricação de fibras artificiais e sintéticas";"2014";"2372361";"1886450";"144071";"3128787";"2487943";"190008";"1,16835088137478"
"Sub_Setor";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"2014";"39172437";"23890065";"499221";"51662539";"31507394";"658397";"1,60613299626730"
"Sub_Setor";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"2014";"41756731";"26752467";"2125151";"55070834";"35282471";"2802754";"1,44598945106899"
"Sub_Setor";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"2014";"15811064";"9363523";"757822";"20852410";"12349075";"999453";"1,56215048494049"
"Sub_Setor";"20.9 Fabricação de produtos e preparados químicos diversos";"2014";"22961285";"13815890";"1093826";"30282474";"18221076";"1442592";"1,54002162080083"
"Setor";"21 Fabricação de produtos farmoquímicos e farmacêuticos";"2014";"49633658";"23385418";"2177344";"65459313";"30841841";"2871589";"1,94163909205116"
"Sub_Setor";"21.1 Fabricação de produtos farmoquímicos";"2014";"564942";"318299";"51341";"745073";"419788";"67711";"1,52835732063629"
"Sub_Setor";"21.2 Fabricação de produtos farmacêuticos";"2014";"49068716";"23067119";"2126003";"64714240";"30422053";"2803877";"1,94770286906085"
"Setor";"22 Fabricação de produtos de borracha e de material plástico";"2014";"98838998";"58133521";"9160115";"130353739";"76669351";"12080811";"1,46877184641947"
"Sub_Setor";"22.1 Fabricação de produtos de borracha";"2014";"26761974";"14902893";"2504322";"35295010";"19654669";"3302823";"1,53740698899853"
"Sub_Setor";"22.2 Fabricação de produtos de material plástico";"2014";"72077024";"43230628";"6655793";"95058729";"57014682";"8777988";"1,44482250991708"
"Setor";"23 Fabricação de produtos de minerais não-metálicos";"2014";"91812652";"48250937";"9008491";"121087048";"63635712";"11880842";"1,60345038724452"
"Sub_Setor";"23.1 Fabricação de vidro e de produtos do vidro";"2014";"10297184";"5536005";"1117247";"13580433";"7301156";"1473480";"1,54769186557190"
"Sub_Setor";"23.2 Fabricação de cimento";"2014";"20701998";"10156838";"1093841";"27302815";"13395338";"1442611";"1,84006654176161"
"Sub_Setor";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"2014";"25988890";"14829892";"2472435";"34275428";"19558392";"3260769";"1,50204593867634"
"Sub_Setor";"23.4 Fabricação de produtos cerâmicos";"2014";"17211066";"8390992";"2783784";"22698802";"11066454";"3671391";"1,54017100655977"
"Sub_Setor";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos";"2014";"17613514";"9337210";"1541184";"23229570";"12314372";"2032589";"1,61912815439485"
"Setor";"24 Metalurgia";"2014";"166784672";"110364396";"9695627";"219963841";"145554002";"12787070";"1,38917741170181"
"Sub_Setor";"24.1 Produção de ferro-gusa e de ferroligas";"2014";"12925105";"6663254";"773700";"17046265";"8787828";"1020394";"1,73795683017536"
"Sub_Setor";"24.2 Siderurgia";"2014";"87126395";"57027267";"4748605";"114906581";"75210369";"6262694";"1,41036285169718"
"Sub_Setor";"24.3 Produção de tubos de aço, exceto tubos sem costura";"2014";"13222199";"8990786";"972902";"17438087";"11857491";"1283111";"1,32703864271944"
"Sub_Setor";"24.4 Metalurgia dos metais não-ferrosos";"2014";"47898823";"34657780";"2297275";"63171327";"45708387";"3029759";"1,29613724022329"
"Sub_Setor";"24.5 Fundição";"2014";"5612150";"3025309";"903145";"7401580";"3989927";"1191112";"1,42858997458033"
"Setor";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"2014";"85168117";"46142659";"11231575";"112323908";"60855212";"14812754";"1,48443144356402"
"Sub_Setor";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada";"2014";"19408163";"9665301";"3233225";"25596441";"12747075";"4264136";"1,50468068987108"
"Sub_Setor";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras";"2014";"3079239";"1503229";"497993";"4061052";"1982532";"656778";"1,53867936690682"
"Sub_Setor";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais";"2014";"13894845";"6581904";"2127683";"18325206";"8680539";"2806093";"1,59535061765845"
"Sub_Setor";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas";"2014";"10861330";"4866095";"1631103";"14324457";"6417646";"2151179";"1,67169447506448"
"Sub_Setor";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições";"2014";"1443138";"556720";"204552";"1903281";"734230";"269773";"1,89569299803487"
"Sub_Setor";"25.9 Fabricação de produtos de metal não especificados anteriormente";"2014";"36481402";"22969410";"3537019";"48113470";"30293189";"4664795";"1,37632277814563"
"Setor";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos";"2014";"92020840";"61658520";"3637892";"121361616";"81318293";"4797831";"1,40927865990554"
"Sub_Setor";"26.1 Fabricação de componentes eletrônicos";"2014";"3888963";"2388704";"356663";"5128956";"3150340";"470385";"1,41655487226298"
"Sub_Setor";"26.2 Fabricação de equipamentos de informática e periféricos";"2014";"26909104";"20810193";"766329";"35489052";"27445508";"1010672";"1,24714743182428"
"Sub_Setor";"26.3 Fabricação de equipamentos de comunicação";"2014";"29782044";"18371383";"933375";"39278027";"24229085";"1230981";"1,54273076098649"
"Sub_Setor";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"2014";"21536890";"15201096";"667905";"28403911";"20047954";"880866";"1,35716734783746"
"Sub_Setor";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";"2014";"6954253";"3396532";"757481";"9171611";"4479514";"999003";"1,67410477531004"
"Sub_Setor";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"2014";"2362919";"1099561";"109242";"3116334";"1450155";"144074";"1,95475937766534"
"Sub_Setor";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos";"2014";"516056";"347107";"42956";"680600";"457782";"56652";"1,32300679633803"
"Sub_Setor";"26.8 Fabricação de mídias virgens, magnéticas e ópticas";"2014";"70611";"43944";"3941";"93125";"57956";"5198";"1,47459538477603"
"Setor";"27 Fabricação de máquinas, aparelhos e materiais elétricos";"2014";"77597277";"45460711";"6791308";"102339111";"59955825";"8956712";"1,48505796493720"
"Sub_Setor";"27.1 Fabricação de geradores, transformadores e motores elétricos";"2014";"23359455";"12416899";"2776718";"30807600";"16376018";"3662072";"1,53745187864088"
"Sub_Setor";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos";"2014";"3372220";"2170793";"297908";"4447450";"2862949";"392896";"1,36598964394635"
"Sub_Setor";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica";"2014";"21335445";"14148057";"1541362";"28138236";"18659154";"2032824";"1,35986201910982"
"Sub_Setor";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação";"2014";"2430618";"1298549";"257352";"3205619";"1712590";"339408";"1,56219322437610"
"Sub_Setor";"27.5 Fabricação de eletrodomésticos";"2014";"22238470";"12929791";"1385819";"29329190";"17052445";"1827686";"1,55344201190169"
"Sub_Setor";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"2014";"4861069";"2496622";"532149";"6411017";"3292668";"701824";"1,60496419174642"
"Setor";"28 Fabricação de máquinas e equipamentos";"2014";"132282557";"76225314";"11620644";"174460752";"100529699";"15325878";"1,50584682564450"
"Sub_Setor";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão";"2014";"22317176";"12627751";"2308841";"29432991";"16654100";"3045013";"1,49412770998900"
"Sub_Setor";"28.2 Fabricação de máquinas e equipamentos de uso geral";"2014";"37471877";"21235161";"3442392";"49419757";"28005976";"4539996";"1,51845999479770"
"Sub_Setor";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária";"2014";"30650849";"18939752";"1871433";"40423849";"24978678";"2468138";"1,47280652206974"
"Sub_Setor";"28.4 Fabricação de máquinas-ferramenta";"2014";"6615758";"3335915";"719171";"8725188";"4399569";"948478";"1,63147168765348"
"Sub_Setor";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção";"2014";"18521707";"10955212";"1186784";"24427340";"14448273";"1565189";"1,52542522662666"
"Sub_Setor";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico";"2014";"16705190";"9131523";"2092023";"22031627";"12043102";"2759063";"1,48840571420120"
"Setor";"29 Fabricação de veículos automotores, reboques e carrocerias";"2014";"266504279";"175782475";"18661533";"351478970";"231830586";"24611749";"1,37059651125891"
"Sub_Setor";"29.1 Fabricação de automóveis, camionetas e utilitários";"2014";"135529747";"94458623";"6742723";"178743306";"124576685";"8892635";"1,33920893700366"
"Sub_Setor";"29.2 Fabricação de caminhões e ônibus";"2014";"37149596";"24701755";"1226821";"48994717";"32577891";"1617992";"1,43276653526981"
"Sub_Setor";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores";"2014";"16168288";"10314344";"1908985";"21323535";"13603065";"2517663";"1,32274014713995"
"Sub_Setor";"29.4 Fabricação de peças e acessórios para veículos automotores";"2014";"76889814";"46067565";"8589940";"101406074";"60756174";"11328836";"1,40675674822698"
"Sub_Setor";"29.5 Recondicionamento e recuperação de motores para veículos automotores";"2014";"766834";"240188";"193064";"1011338";"316772";"254622";"1,76994912891343"
"Setor";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores";"2014";"48396422";"29122196";"4398229";"63827585";"38407787";"5800601";"1,44378903310444"
"Sub_Setor";"30.1 Construção de embarcações";"2014";"15147564";"8659350";"2244012";"19977354";"11420377";"2959514";"1,38925626792910"
"Sub_Setor";"30.3 Fabricação de veículos ferroviários";"2014";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.4 Fabricação de aeronaves";"2014";"12706033";"7085766";"725723";"16757342";"9345057";"957119";"1,62658271681622"
"Sub_Setor";"30.5 Fabricação de veículos militares de combate";"2014";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente";"2014";"15372867";"10377556";"981382";"20274494";"13686432";"1294295";"1,35337185571398"
"Setor";"31 Fabricação de móveis";"2014";"32823382";"17457411";"4415486";"43289093";"23023694";"5823360";"1,50064173026554"
"Sub_Setor";"31.0 Fabricação de móveis";"2014";"32823382";"17457411";"4415486";"43289093";"23023694";"5823360";"1,50064173026554"
"Setor";"32 Fabricação de produtos diversos";"2014";"24737054";"10931675";"2646691";"32624445";"14417231";"3490586";"1,82179902942666"
"Sub_Setor";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"2014";"2394587";"855934";"314256";"3158099";"1128848";"414456";"2,04632324665225"
"Sub_Setor";"32.2 Fabricação de instrumentos musicais";"2014";"199994";"94612";"28179";"263762";"124779";"37164";"1,62873500500851"
"Sub_Setor";"32.3 Fabricação de artefatos para pesca e esporte";"2014";"927161";"434785";"96876";"1222786";"573416";"127765";"1,74389507599768"
"Sub_Setor";"32.4 Fabricação de brinquedos e jogos recreativos";"2014";"1807946";"814371";"256346";"2384408";"1074033";"338082";"1,68853768082509"
"Sub_Setor";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"2014";"10120592";"4633756";"849861";"13347535";"6111226";"1120839";"1,84560519088040"
"Sub_Setor";"32.9 Fabricação de produtos diversos";"2014";"9286774";"4098217";"1101173";"12247855";"5404930";"1452281";"1,78612760343040"
"Setor";"33 Manutenção, reparação e instalação de máquinas e equipamentos";"2014";"24687206";"8865923";"5191189";"32558703";"11692816";"6846396";"1,75620753395150"
"Sub_Setor";"33.1 Manutenção e reparação de máquinas e equipamentos";"2014";"21448792";"7947149";"4486212";"28287723";"10481092";"5916637";"1,72510007551458"
"Sub_Setor";"33.2 Instalação de máquinas e equipamentos";"2014";"3238414";"918774";"704977";"4270980";"1211724";"929758";"1,99440308273867"
"Total Indústria";"Total";"2015";"2768560319";"1612579758";"183637329";"3348910421";"1950611341";"222131684";"1,54132835002922"
"Indústria";"B Indústrias extrativas";"2015";"116093437";"39699000";"8452358";"140429131";"48020769";"10224155";"2,41101065103917"
"Setor";"05 Extração de carvão mineral";"2015";"1419483";"638518";"236748";"1717037";"772365";"286375";"1,62177326664123"
"Sub_Setor";"05.0 Extração de carvão mineral";"2015";"1419483";"638518";"236748";"1717037";"772365";"286375";"1,62177326664123"
"Setor";"06 Extração de petróleo e gás natural";"2015";"21886956";"9492041";"339664";"26474935";"11481778";"410865";"2,22616077272457"
"Sub_Setor";"06.0 Extração de petróleo e gás natural";"2015";"21886956";"9492041";"339664";"26474935";"11481778";"410865";"2,22616077272457"
"Setor";"07 Extração de minerais metálicos";"2015";"62297207";"19535366";"2791634";"75356049";"23630401";"3376821";"2,79021843507860"
"Sub_Setor";"07.1 Extração de minério de ferro";"2015";"52664811";"15257001";"2083619";"63704494";"18455198";"2520391";"3,03707774001160"
"Sub_Setor";"07.2 Extração de minerais metálicos não-ferrosos";"2015";"9632396";"4278365";"708015";"11651554";"5175203";"856430";"1,93174126320096"
"Setor";"08 Extração de minerais não-metálicos";"2015";"13696004";"5320420";"1648153";"16566983";"6435695";"1993642";"1,96539578476110"
"Sub_Setor";"08.1 Extração de pedra, areia e argila";"2015";"10847768";"4285015";"1371238";"13121695";"5183247";"1658679";"1,91783641926908"
"Sub_Setor";"08.9 Extração de outros minerais não-metálicos";"2015";"2848236";"1035405";"276915";"3445288";"1252448";"334962";"2,17038222384784"
"Setor";"09 Atividades de apoio à extração de minerais";"2015";"16793787";"4712655";"3436159";"20314128";"5700529";"4156452";"2,06088726531247"
"Sub_Setor";"09.1 Atividades de apoio à extração de petróleo e gás natural";"2015";"16412800";"4625367";"3358663";"19853278";"5594944";"4062711";"2,05570369850815"
"Sub_Setor";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural";"2015";"380987";"87288";"77496";"460850";"105585";"93741";"2,31203879017380"
"Indústria";"C Indústrias de transformação";"2015";"2652466882";"1572880758";"175184971";"3208481290";"1902590572";"211907529";"1,51737250950934"
"Setor";"10 Fabricação de produtos alimentícios";"2015";"600902164";"398841165";"27698480";"726864250";"482446897";"33504680";"1,40878385173317"
"Sub_Setor";"10.1 Abate e fabricação de produtos de carne";"2015";"193849393";"135415745";"10228587";"234484417";"163801813";"12372720";"1,33097794015081"
"Sub_Setor";"10.2 Preservação do pescado e fabricação de produtos do pescado";"2015";"3706186";"2358884";"246559";"4483083";"2853357";"298243";"1,42247825033977"
"Sub_Setor";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"2015";"23305905";"12858106";"1185342";"28191327";"15553443";"1433815";"1,65955718282291"
"Sub_Setor";"10.4 Fabricação de óleos e gorduras vegetais e animais";"2015";"119157313";"92029419";"1220219";"144135262";"111320775";"1476003";"1,27783137345799"
"Sub_Setor";"10.5 Laticínios";"2015";"70718443";"47729909";"2566470";"85542558";"57735130";"3104458";"1,40603447814802"
"Sub_Setor";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"2015";"62058046";"39662372";"2372436";"75066754";"47976463";"2869750";"1,47634898201510"
"Sub_Setor";"10.7 Fabricação e refino de açúcar";"2015";"59340279";"30587863";"4553665";"71779284";"36999740";"5508212";"1,68860838948153"
