"ds_entidade";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)";"Ano";"Receita líquida de vendas";"Custo direto de produção - Total";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"Receita líquida de vendas (em valores de 2019)";"Custo direto de produção - Total (em valores de 2019)";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção (em valores de 2019)";"mkp"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2010";"12612157";"7398655";"1292576";"21112481";"12385190";"2163745";"1,45113586326264"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2010";"4690119";"3096239";"324710";"7851159";"5183038";"543558";"1,37099939227390"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2010";"2406791";"1057137";"478364";"4028917";"1769625";"800771";"1,56743043475712"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2010";"10020755";"5579919";"985174";"16774529";"9340665";"1649160";"1,52636908570831"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2010";"33511200";"16036249";"5658087";"56097032";"26844338";"9471517";"1,54469811843976"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2010";"32267143";"15477524";"5475275";"54014507";"25909044";"9165493";"1,53999200775037"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2010";"1244057";"558724";"182812";"2082525";"935292";"306023";"1,67767579726406"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2010";"27352184";"13909819";"3898874";"45786971";"23284739";"6526632";"1,53588946701479"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2010";"5113884";"3569990";"428391";"8560532";"5976087";"717117";"1,27898867066445"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2010";"1331970";"619898";"250330";"2229689";"1037696";"419047";"1,53059887753554"
"Sub_Setor";"15.3 Fabricação de calçados";"2010";"19531019";"9064006";"2931018";"32694508";"15172952";"4906461";"1,62826010185557"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2010";"1375310";"655926";"289135";"2302240";"1098006";"484006";"1,45526055990037"
"Setor";"16 Fabricação de produtos de madeira";"2010";"17865692";"8681321";"2210800";"29906786";"14532346";"3700832";"1,64023994959292"
"Sub_Setor";"16.1 Desdobramento de madeira";"2010";"5852173";"2723400";"833098";"9796412";"4558913";"1394588";"1,64548749921974"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2010";"12013519";"5957921";"1377701";"20110374";"9973432";"2306242";"1,63769602632197"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2010";"55535796";"29410854";"3507551";"92965734";"49233140";"5871565";"1,68707432817599"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2010";"8663494";"3228681";"313921";"14502504";"5404743";"525497";"2,44551716506681"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2010";"15234327";"8166020";"922196";"25501937";"13669743";"1543736";"1,67627254897991"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2010";"15137222";"8630814";"1184200";"25339386";"14447798";"1982325";"1,54225169724669"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2010";"16500754";"9385340";"1087233";"27621909";"15710858";"1820005";"1,57561604010781"
"Setor";"18 Impressão e reprodução de gravações";"2010";"14976248";"6793774";"1588387";"25069919";"11372632";"2658926";"1,78668102414163"
"Sub_Setor";"18.1 Atividade de impressão";"2010";"11025372";"5355733";"1119302";"18456237";"8965382";"1873688";"1,70275095038096"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2010";"2286857";"702030";"404326";"3828150";"1175183";"676833";"2,06701730726819"
"Sub_Setor";"18.3 Reprodução de materiais gravados em qualquer suporte";"2010";"1664019";"736010";"64758";"2785532";"1232065";"108404";"2,07802884231138"
"Setor";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis";"2010";"191890042";"81082863";"7066719";"321219824";"135730978";"11829536";"2,17686842803180"
"Sub_Setor";"19.1 Coquerias";"2010";"131163";"70751";"17608";"219564";"118436";"29475";"1,48443282517910"
"Sub_Setor";"19.2 Fabricação de produtos derivados do petróleo";"2010";"172498706";"68335417";"5685415";"288759143";"114392026";"9517263";"2,33040755337633"
"Sub_Setor";"19.3 Fabricação de biocombustíveis";"2010";"19260173";"12676693";"1363695";"32241117";"21220513";"2282796";"1,37176928443858"
"Setor";"20 Fabricação de produtos químicos";"2010";"167026836";"108064992";"5900095";"279599350";"180898484";"9876633";"1,46559652957576"
"Sub_Setor";"20.1 Fabricação de produtos químicos inorgânicos";"2010";"37209723";"24971361";"1180612";"62288280";"41801524";"1976319";"1,42282660661970"
"Sub_Setor";"20.2 Fabricação de produtos químicos orgânicos";"2010";"38249593";"27443774";"1106655";"64029000";"45940290";"1852517";"1,33972042941982"
"Sub_Setor";"20.3 Fabricação de resinas e elastômeros";"2010";"14383534";"11126182";"378922";"24077728";"18624991";"634307";"1,25018722125415"
"Sub_Setor";"20.4 Fabricação de fibras artificiais e sintéticas";"2010";"1696014";"1255580";"119814";"2839091";"2101814";"200566";"1,23311138481046"
"Sub_Setor";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"2010";"20033537";"13125232";"282862";"33535712";"21971358";"473505";"1,49413757093290"
"Sub_Setor";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"2010";"24002920";"13090413";"1482512";"40180374";"21913071";"2481693";"1,64709006599567"
"Sub_Setor";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"2010";"14652414";"7538609";"622114";"24527828";"12619470";"1041406";"1,79547988578953"
"Sub_Setor";"20.9 Fabricação de produtos e preparados químicos diversos";"2010";"16799102";"9513844";"726604";"28121337";"15925971";"1216320";"1,64046553432037"
"Setor";"21 Fabricação de produtos farmoquímicos e farmacêuticos";"2010";"38059354";"15630973";"1486685";"63710544";"26165914";"2488679";"2,22339726614470"
"Sub_Setor";"21.1 Fabricação de produtos farmoquímicos";"2010";"497842";"272340";"33567";"833377";"455891";"56190";"1,62742925137378"
"Sub_Setor";"21.2 Fabricação de produtos farmacêuticos";"2010";"37561512";"15358631";"1453119";"62877167";"25710020";"2432490";"2,23424164646750"
"Setor";"22 Fabricação de produtos de borracha e de material plástico";"2010";"69836025";"41201546";"6386650";"116904012";"68970506";"10691115";"1,46750729949923"
"Sub_Setor";"22.1 Fabricação de produtos de borracha";"2010";"20485873";"12169408";"1784509";"34292913";"20371329";"2987230";"1,46810913380092"
"Sub_Setor";"22.2 Fabricação de produtos de material plástico";"2010";"49350152";"29032139";"4602140";"82611098";"48599179";"7703884";"1,46725761536318"
"Setor";"23 Fabricação de produtos de minerais não-metálicos";"2010";"60945305";"31267041";"5339837";"102021137";"52340358";"8938773";"1,66485940155836"
"Sub_Setor";"23.1 Fabricação de vidro e de produtos do vidro";"2010";"9793058";"5051976";"761960";"16393370";"8456900";"1275505";"1,68441104270842"
"Sub_Setor";"23.2 Fabricação de cimento";"2010";"14545095";"7169209";"651140";"24348178";"12001102";"1089994";"1,85990356696357"
"Sub_Setor";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"2010";"13258712";"7649485";"1186011";"22194800";"12805074";"1985357";"1,50061886735051"
"Sub_Setor";"23.4 Fabricação de produtos cerâmicos";"2010";"12259723";"5622473";"1761884";"20522514";"9411899";"2949356";"1,66022891363459"
"Sub_Setor";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos";"2010";"11088716";"5773898";"978842";"18562273";"9665382";"1638561";"1,64210616727432"
"Setor";"24 Metalurgia";"2010";"125091361";"81269365";"6548248";"209400262";"136043178";"10961627";"1,42444501423649"
"Sub_Setor";"24.1 Produção de ferro-gusa e de ferroligas";"2010";"10526429";"5849581";"446039";"17621017";"9792073";"746660";"1,67202420095241"
"Sub_Setor";"24.2 Siderurgia";"2010";"69462664";"44194821";"3439301";"116279013";"73981185";"5757316";"1,45825431609719"
"Sub_Setor";"24.3 Produção de tubos de aço, exceto tubos sem costura";"2010";"8124689";"5609906";"447903";"13600556";"9390863";"749780";"1,34119266553303"
"Sub_Setor";"24.4 Metalurgia dos metais não-ferrosos";"2010";"31529219";"22612176";"1478224";"52779238";"37852299";"2474515";"1,30878769136253"
"Sub_Setor";"24.5 Fundição";"2010";"5448359";"3002881";"736781";"9120436";"5026759";"1233356";"1,45691214874499"
"Setor";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"2010";"64809866";"33726223";"7877016";"108490329";"56456976";"13185956";"1,55780817931027"
"Sub_Setor";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada";"2010";"12939899";"6008289";"2115633";"21661114";"10057747";"3541524";"1,59281428354433"
"Sub_Setor";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras";"2010";"2787481";"1542790";"297361";"4666184";"2582597";"497776";"1,51481101279189"
"Sub_Setor";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais";"2010";"11711309";"5278392";"1601764";"19604481";"8835915";"2681319";"1,70218654925848"
"Sub_Setor";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas";"2010";"8028680";"3513714";"1121913";"13439839";"5881882";"1878058";"1,73195125492193"
"Sub_Setor";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições";"2010";"1128316";"361628";"175766";"1888777";"605358";"294229";"2,09960662009624"
"Sub_Setor";"25.9 Fabricação de produtos de metal não especificados anteriormente";"2010";"28214180";"17021412";"2564581";"47229934";"28493479";"4293054";"1,44052844295410"
"Setor";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos";"2010";"64659785";"43046535";"2775937";"108239097";"72058979";"4646859";"1,41109333865707"
"Sub_Setor";"26.1 Fabricação de componentes eletrônicos";"2010";"2729300";"1475808";"287239";"4568790";"2470471";"480832";"1,54805855998167"
"Sub_Setor";"26.2 Fabricação de equipamentos de informática e periféricos";"2010";"21062996";"15125941";"664710";"35259005";"25320502";"1112710";"1,33389028736054"
"Sub_Setor";"26.3 Fabricação de equipamentos de comunicação";"2010";"13568686";"8861062";"591843";"22713690";"14833228";"990733";"1,43539853621717"
"Sub_Setor";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"2010";"20870627";"14596944";"632567";"34936983";"24434972";"1058904";"1,37040690275610"
"Sub_Setor";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";"2010";"5216067";"2370343";"501910";"8731585";"3967903";"840187";"1,81601934091461"
"Sub_Setor";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"2010";"747287";"367606";"60880";"1250942";"615365";"101912";"1,74401730744995"
"Sub_Setor";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos";"2010";"400400";"201909";"33995";"670261";"337991";"56907";"1,69730059685296"
"Sub_Setor";"26.8 Fabricação de mídias virgens, magnéticas e ópticas";"2010";"64422";"46918";"2793";"107841";"78540";"4675";"1,29593047816379"
"Setor";"27 Fabricação de máquinas, aparelhos e materiais elétricos";"2010";"61804343";"36467129";"5679786";"103459148";"61045194";"9507840";"1,46640253503726"
"Sub_Setor";"27.1 Fabricação de geradores, transformadores e motores elétricos";"2010";"16785018";"9001713";"1506272";"28097761";"15068675";"2521467";"1,59735838983402"
"Sub_Setor";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos";"2010";"2118715";"1363202";"195205";"3546684";"2281971";"326769";"1,35953893944265"
"Sub_Setor";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica";"2010";"18410469";"12028634";"1128794";"30818731";"20135676";"1889577";"1,39924527802850"
"Sub_Setor";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação";"2010";"1989916";"1095430";"195892";"3331077";"1833726";"327919";"1,54099132516909"
"Sub_Setor";"27.5 Fabricação de eletrodomésticos";"2010";"18326053";"10962836";"2234898";"30677421";"18351553";"3741171";"1,38857572065023"
"Sub_Setor";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"2010";"4174172";"2015315";"418726";"6987475";"3373594";"700938";"1,71491441598560"
"Setor";"28 Fabricação de máquinas e equipamentos";"2010";"95364745";"54492182";"7934220";"159638543";"91218747";"13281715";"1,52763481387250"
"Sub_Setor";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão";"2010";"17852483";"9679970";"1503638";"29884675";"16204063";"2517058";"1,59630800721914"
"Sub_Setor";"28.2 Fabricação de máquinas e equipamentos de uso geral";"2010";"29089779";"15903133";"2402462";"48695668";"26621504";"4021670";"1,58911955607015"
"Sub_Setor";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária";"2010";"19697317";"12707336";"1095097";"32972887";"21271809";"1833169";"1,42709020938555"
"Sub_Setor";"28.4 Fabricação de máquinas-ferramenta";"2010";"5295002";"2733379";"613204";"8863720";"4575618";"1026490";"1,58221146763729"
"Sub_Setor";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção";"2010";"11569603";"7523844";"819615";"19367268";"12594754";"1372018";"1,38666744811714"
"Sub_Setor";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico";"2010";"11860561";"5944523";"1500203";"19854325";"9951004";"2511308";"1,59314943222894"
"Setor";"29 Fabricação de veículos automotores, reboques e carrocerias";"2010";"240930629";"154079475";"14253780";"403312718";"257925744";"23860523";"1,43127172940368"
"Sub_Setor";"29.1 Fabricação de automóveis, camionetas e utilitários";"2010";"117352288";"78781214";"4912387";"196445219";"131878067";"8223231";"1,40216559686564"
"Sub_Setor";"29.2 Fabricação de caminhões e ônibus";"2010";"37794504";"22951257";"1122764";"63267191";"38419913";"1879483";"1,56992901185888"
"Sub_Setor";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores";"2010";"11730560";"7455675";"1104898";"19636706";"12480640";"1849576";"1,37030079645370"
"Sub_Setor";"29.4 Fabricação de peças e acessórios para veículos automotores";"2010";"73399442";"44600649";"6967099";"122869095";"74660532";"11662775";"1,42335946103367"
"Sub_Setor";"29.5 Recondicionamento e recuperação de motores para veículos automotores";"2010";"653836";"290680";"146633";"1094507";"486592";"245461";"1,49512134329416"
"Setor";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores";"2010";"33525492";"19666478";"2711649";"56120956";"32921263";"4539242";"1,49813664030059"
"Sub_Setor";"30.1 Construção de embarcações";"2010";"5365615";"2738631";"711213";"8981925";"4584410";"1190555";"1,55532105219830"
"Sub_Setor";"30.3 Fabricação de veículos ferroviários";"2010";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.4 Fabricação de aeronaves";"2010";"9054910";"5557644";"583744";"15157726";"9303377";"977175";"1,47440773974873"
"Sub_Setor";"30.5 Fabricação de veículos militares de combate";"2010";NA;NA;NA;NA;NA;NA;NA
"Sub_Setor";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente";"2010";"14836890";"9124295";"679432";"24836636";"15273875";"1137355";"1,51339281479380"
"Setor";"31 Fabricação de móveis";"2010";"23678723";"13182808";"2671839";"39637676";"22067739";"4472601";"1,49348787141082"
"Sub_Setor";"31.0 Fabricação de móveis";"2010";"23678723";"13182808";"2671839";"39637676";"22067739";"4472601";"1,49348787141082"
"Setor";"32 Fabricação de produtos diversos";"2010";"15648807";"6805781";"1573352";"26195768";"11392732";"2633758";"1,86759262563322"
"Sub_Setor";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"2010";"1443631";"520714";"179000";"2416607";"871664";"299642";"2,06317295352101"
"Sub_Setor";"32.2 Fabricação de instrumentos musicais";"2010";"146649";"62988";"20361";"245487";"105441";"34084";"1,75945722204226"
"Sub_Setor";"32.3 Fabricação de artefatos para pesca e esporte";"2010";"578941";"264810";"50284";"969135";"443286";"84174";"1,83735964505830"
"Sub_Setor";"32.4 Fabricação de brinquedos e jogos recreativos";"2010";"1326965";"640201";"170100";"2221311";"1071683";"284744";"1,63761984743941"
"Sub_Setor";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"2010";"5610292";"2210714";"507700";"9391509";"3700688";"849879";"2,06381073670162"
"Sub_Setor";"32.9 Fabricação de produtos diversos";"2010";"6542328";"3106353";"645907";"10951717";"5199968";"1081234";"1,74357000847489"
"Setor";"33 Manutenção, reparação e instalação de máquinas e equipamentos";"2010";"15104233";"5142516";"3041882";"25284163";"8608462";"5092045";"1,84549101839867"
"Sub_Setor";"33.1 Manutenção e reparação de máquinas e equipamentos";"2010";"13731973";"4690319";"2719839";"22987029";"7851494";"4552952";"1,85312823289328"
"Sub_Setor";"33.2 Instalação de máquinas e equipamentos";"2010";"1372260";"452197";"322043";"2297134";"756968";"539093";"1,77239615623063"
"Total Indústria";"Total";"2011";"2190012471";"1241100943";"140602424";"3437880790";"1948279814";"220717635";"1,58500914400681"
"Indústria";"B Indústrias extrativas";"2011";"116974131";"26607901";"6579751";"183625949";"41769073";"10328891";"3,52462810565809"
"Setor";"05 Extração de carvão mineral";"2011";"1035809";"478121";"137946";"1626013";"750554";"216548";"1,68132524546843"
"Sub_Setor";"05.0 Extração de carvão mineral";"2011";"1035809";"478121";"137946";"1626013";"750554";"216548";"1,68132524546843"
"Setor";"06 Extração de petróleo e gás natural";"2011";"6289477";"2310598";"205410";"9873219";"3627176";"322453";"2,49978418192629"
"Sub_Setor";"06.0 Extração de petróleo e gás natural";"2011";"6289477";"2310598";"205410";"9873219";"3627176";"322453";"2,49978418192629"
"Setor";"07 Extração de minerais metálicos";"2011";"88810345";"17382461";"3183682";"139414448";"27286981";"4997743";"4,31827907644131"
"Sub_Setor";"07.1 Extração de minério de ferro";"2011";"83027670";"14394699";"2728250";"130336807";"22596793";"4282806";"4,84891183171777"
"Sub_Setor";"07.2 Extração de minerais metálicos não-ferrosos";"2011";"5782675";"2987762";"455432";"9077641";"4690188";"714937";"1,67945082385715"
"Setor";"08 Extração de minerais não-metálicos";"2011";"11136896";"4166685";"1108283";"17482695";"6540861";"1739782";"2,11127271293399"
"Sub_Setor";"08.1 Extração de pedra, areia e argila";"2011";"8509523";"3164092";"887495";"13358246";"4966990";"1393189";"2,10029378611394"
"Sub_Setor";"08.9 Extração de outros minerais não-metálicos";"2011";"2627373";"1002593";"220788";"4124449";"1573870";"346593";"2,14763266717400"
"Setor";"09 Atividades de apoio à extração de minerais";"2011";"9701604";"2270036";"1944430";"15229574";"3563502";"3052366";"2,30197704762596"
"Sub_Setor";"09.1 Atividades de apoio à extração de petróleo e gás natural";"2011";"9529308";"2244903";"1922180";"14959104";"3524048";"3017437";"2,28680542240219"
"Sub_Setor";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural";"2011";"172296";"25133";"22250";"270470";"39454";"34928";"3,63624084587299"
"Indústria";"C Indústrias de transformação";"2011";"2073038340";"1214493042";"134022673";"3254254841";"1906510741";"210388744";"1,53727414292684"
"Setor";"10 Fabricação de produtos alimentícios";"2011";"400626918";"262823842";"18853393";"628903992";"412580773";"29596050";"1,42229072221616"
"Sub_Setor";"10.1 Abate e fabricação de produtos de carne";"2011";"112712496";"76883812";"6142912";"176936036";"120692180";"9643141";"1,35754478280993"
"Sub_Setor";"10.2 Preservação do pescado e fabricação de produtos do pescado";"2011";"2422778";"1613514";"169269";"3803276";"2532894";"265718";"1,35898648349238"
"Sub_Setor";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"2011";"14524266";"9680228";"903349";"22800188";"15196018";"1418077";"1,37233999431383"
"Sub_Setor";"10.4 Fabricação de óleos e gorduras vegetais e animais";"2011";"72573050";"58955521";"866048";"113925148";"92548356";"1359522";"1,21315858499131"
"Sub_Setor";"10.5 Laticínios";"2011";"44514983";"29629121";"1297423";"69879604";"46511783";"2036694";"1,43937786905643"
"Sub_Setor";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"2011";"39711575";"26125682";"1396618";"62339216";"41012086";"2192410";"1,44288722236150"
"Sub_Setor";"10.7 Fabricação e refino de açúcar";"2011";"54270582";"26891641";"4388471";"85193940";"42214488";"6889020";"1,73498681846152"
"Sub_Setor";"10.8 Torrefação e moagem de café";"2011";"8101569";"5903698";"174320";"12717840";"9267623";"273647";"1,33292941876776"
"Sub_Setor";"10.9 Fabricação de outros produtos alimentícios";"2011";"51795619";"27140625";"3514983";"81308744";"42605343";"5517819";"1,68959685940661"
"Setor";"11 Fabricação de bebidas";"2011";"59367846";"29169387";"1481776";"93195623";"45790093";"2326091";"1,93688722349622"
"Sub_Setor";"11.1 Fabricação de bebidas alcoólicas";"2011";"33110806";"16220961";"881903";"51977331";"25463659";"1384411";"1,93598019606541"
"Sub_Setor";"11.2 Fabricação de bebidas não-alcoólicas";"2011";"26257040";"12948426";"599873";"41218292";"20326434";"941680";"1,93803222087142"
"Setor";"12 Fabricação de produtos do fumo";"2011";"10874202";"4860108";"392827";"17070318";"7629396";"616660";"2,07011927617608"
"Sub_Setor";"12.1 Processamento industrial do fumo";"2011";"3675167";"2898896";"179233";"5769276";"4550686";"281360";"1,19396133170507"
"Sub_Setor";"12.2 Fabricação de produtos do fumo";"2011";"7199035";"1961212";"213594";"11301043";"3078710";"335300";"3,31019640372521"
"Setor";"13 Fabricação de produtos têxteis";"2011";"37212071";"22384758";"3964475";"58415496";"35139585";"6223431";"1,41226391675234"
"Sub_Setor";"13.1 Preparação e fiação de fibras têxteis";"2011";"6036516";"3885014";"608304";"9476121";"6098694";"954915";"1,34344286338069"
"Sub_Setor";"13.2 Tecelagem, exceto malha";"2011";"13323944";"8313674";"1337578";"20915923";"13050802";"2099729";"1,38054047288373"
"Sub_Setor";"13.3 Fabricação de tecidos de malha";"2011";"4933151";"3198158";"406171";"7744059";"5020467";"637607";"1,36867389186725"
"Sub_Setor";"13.4 Acabamentos em fios, tecidos e artefatos têxteis";"2011";"2533825";"1061900";"523732";"3977598";"1666970";"822154";"1,59799058041210"
"Sub_Setor";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"2011";"10384635";"5926012";"1088690";"16301796";"9302652";"1709025";"1,48041000173635"
"Setor";"14 Confecção de artigos do vestuário e acessórios";"2011";"42133609";"20224580";"6250428";"66141324";"31748538";"9811920";"1,59144839540747"
"Sub_Setor";"14.1 Confecção de artigos do vestuário e acessórios";"2011";"40630622";"19581051";"6005171";"63781936";"30738327";"9426915";"1,58798833215783"
"Sub_Setor";"14.2 Fabricação de artigos de malharia e tricotagem";"2011";"1502987";"643529";"245257";"2359388";"1010212";"385004";"1,69105611474528"
"Setor";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"2011";"29480742";"14851917";"4239802";"46278858";"23314534";"6655640";"1,54416383354479"
"Sub_Setor";"15.1 Curtimento e outras preparações de couro";"2011";"5389994";"3668645";"435469";"8461211";"5759038";"683599";"1,31331488355343"
"Sub_Setor";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro";"2011";"1471444";"616832";"261050";"2309872";"968303";"409796";"1,67612959372672"
"Sub_Setor";"15.3 Fabricação de calçados";"2011";"20833876";"9666613";"3204028";"32705011";"15174646";"5029682";"1,61871316277099"
"Sub_Setor";"15.4 Fabricação de partes para calçados, de qualquer material";"2011";"1785428";"899827";"339255";"2802764";"1412548";"532562";"1,44092804188908"
"Setor";"16 Fabricação de produtos de madeira";"2011";"18867146";"9707765";"2509595";"29617639";"15239246";"3939561";"1,54428992842971"
"Sub_Setor";"16.1 Desdobramento de madeira";"2011";"5673473";"2774350";"890494";"8906216";"4355174";"1397897";"1,54808035485276"
"Sub_Setor";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"2011";"13193673";"6933415";"1619101";"20711423";"10884072";"2541664";"1,54266569042373"
"Setor";"17 Fabricação de celulose, papel e produtos de papel";"2011";"54820276";"28719084";"3702488";"86056850";"45083208";"5812164";"1,69085804969605"
"Sub_Setor";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"2011";"8468542";"3469108";"325087";"13293914";"5445804";"510321";"2,23197331713315"
"Sub_Setor";"17.2 Fabricação de papel, cartolina e papel-cartão";"2011";"15918226";"8577166";"981034";"24988425";"13464432";"1540027";"1,66539997070578"
"Sub_Setor";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"2011";"16303361";"9127071";"1333046";"25593010";"14327673";"2092615";"1,55862128502004"
"Sub_Setor";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"2011";"14130147";"7545739";"1063321";"22181500";"11845298";"1669201";"1,64131124652401"
"Setor";"18 Impressão e reprodução de gravações";"2011";"16938386";"7441280";"1735256";"26589872";"11681319";"2724004";"1,84583659890835"
"Sub_Setor";"18.1 Atividade de impressão";"2011";"12230833";"5870819";"1225428";"19199957";"9216010";"1923676";"1,72356359636298"
"Sub_Setor";"18.2 Serviços de pré-impressão e acabamentos gráficos";"2011";"2838898";"773596";"439972";"4456501";"1214391";"690668";"2,33929866311570"
"Sub_Setor";"18.3 Reprodução de materiais gravados em qualquer suporte";"2011";"1868655";"796865";"69856";"2933414";"1250918";"109660";"2,15600521967277"
"Setor";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis";"2011";"215000017";"93900815";"7638442";"337506949";"147405466";"11990824";"2,11740782188312"
"Sub_Setor";"19.1 Coquerias";"2011";"110227";"24935";"17709";"173034";"39143";"27800";"2,58481849732670"
"Sub_Setor";"19.2 Fabricação de produtos derivados do petróleo";"2011";"196967372";"82178245";"6489125";"309199310";"129003379";"10186626";"2,22141890528613"
"Sub_Setor";"19.3 Fabricação de biocombustíveis";"2011";"17922418";"11697635";"1131608";"28134605";"18362943";"1776398";"1,39699731309166"
"Setor";"20 Fabricação de produtos químicos";"2011";"193305930";"129633504";"6428722";"303451579";"203498628";"10091805";"1,42071709160484"
"Sub_Setor";"20.1 Fabricação de produtos químicos inorgânicos";"2011";"50036668";"36233985";"1514249";"78547543";"56880097";"2377068";"1,32553665954280"
"Sub_Setor";"20.2 Fabricação de produtos químicos orgânicos";"2011";"40086322";"29257789";"1111620";"62927494";"45928867";"1745021";"1,31995726357401"
"Sub_Setor";"20.3 Fabricação de resinas e elastômeros";"2011";"16348144";"12668323";"455395";"25663311";"19886729";"714879";"1,24569455088870"
"Sub_Setor";"20.4 Fabricação de fibras artificiais e sintéticas";"2011";"1839598";"1477081";"128758";"2887800";"2318721";"202124";"1,14556814226084"
"Sub_Setor";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"2011";"22896207";"14611397";"325730";"35942458";"22936966";"511331";"1,53283874469301"
"Sub_Setor";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"2011";"27456861";"16438046";"1434486";"43101771";"25804439";"2251856";"1,53626027918148"
"Sub_Setor";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"2011";"15859459";"7869773";"644824";"24896173";"12353967";"1012244";"1,86262003944520"
"Sub_Setor";"20.9 Fabricação de produtos e preparados químicos diversos";"2011";"18782671";"11077110";"813660";"29485030";"17388843";"1277283";"1,57960090053041"
"Setor";"21 Fabricação de produtos farmoquímicos e farmacêuticos";"2011";"38382042";"16692645";"1702596";"60252116";"26204108";"2672735";"2,08652020378532"
"Sub_Setor";"21.1 Fabricação de produtos farmoquímicos";"2011";"509339";"265923";"39001";"799560";"417446";"61224";"1,67038016030224"
