"Nível Territorial (Código)";"Nível Territorial";"Unidade de Medida (Código)";"Unidade de Medida";"Valor";"Brasil (Código)";"Brasil";"Variável (Código)";"Variável";"Ano (Código)";"Ano";"Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código)";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"1";"Brasil";"1020";"Unidades";156151;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117897";"Total"
"1";"Brasil";"1020";"Unidades";3334;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116880";"B Indústrias extrativas"
"1";"Brasil";"1020";"Unidades";28;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116881";"05 Extração de carvão mineral"
"1";"Brasil";"1020";"Unidades";28;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116882";"05.0 Extração de carvão mineral"
"1";"Brasil";"1020";"Unidades";8;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116884";"06 Extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";8;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116885";"06.0 Extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";116;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116887";"07 Extração de minerais metálicos"
"1";"Brasil";"1020";"Unidades";36;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116888";"07.1 Extração de minério de ferro"
"1";"Brasil";"1020";"Unidades";80;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116890";"07.2 Extração de minerais metálicos não-ferrosos"
"1";"Brasil";"1020";"Unidades";3128;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116897";"08 Extração de minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";2706;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116898";"08.1 Extração de pedra, areia e argila"
"1";"Brasil";"1020";"Unidades";422;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116900";"08.9 Extração de outros minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";55;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116905";"09 Atividades de apoio à extração de minerais"
"1";"Brasil";"1020";"Unidades";52;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116906";"09.1 Atividades de apoio à extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";3;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116908";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";152817;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116910";"C Indústrias de transformação"
"1";"Brasil";"1020";"Unidades";17603;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116911";"10 Fabricação de produtos alimentícios"
"1";"Brasil";"1020";"Unidades";1749;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116912";"10.1 Abate e fabricação de produtos de carne"
"1";"Brasil";"1020";"Unidades";169;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116916";"10.2 Preservação do pescado e fabricação de produtos do pescado"
"1";"Brasil";"1020";"Unidades";1232;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116918";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais"
"1";"Brasil";"1020";"Unidades";129;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116922";"10.4 Fabricação de óleos e gorduras vegetais e animais"
"1";"Brasil";"1020";"Unidades";2752;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116926";"10.5 Laticínios"
"1";"Brasil";"1020";"Unidades";2089;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116930";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais"
"1";"Brasil";"1020";"Unidades";212;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116938";"10.7 Fabricação e refino de açúcar"
"1";"Brasil";"1020";"Unidades";734;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116941";"10.8 Torrefação e moagem de café"
"1";"Brasil";"1020";"Unidades";8538;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116944";"10.9 Fabricação de outros produtos alimentícios"
"1";"Brasil";"1020";"Unidades";1217;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116952";"11 Fabricação de bebidas"
"1";"Brasil";"1020";"Unidades";564;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116953";"11.1 Fabricação de bebidas alcoólicas"
"1";"Brasil";"1020";"Unidades";653;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116957";"11.2 Fabricação de bebidas não-alcoólicas"
"1";"Brasil";"1020";"Unidades";77;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116960";"12 Fabricação de produtos do fumo"
"1";"Brasil";"1020";"Unidades";17;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116961";"12.1 Processamento industrial do fumo"
"1";"Brasil";"1020";"Unidades";60;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116963";"12.2 Fabricação de produtos do fumo"
"1";"Brasil";"1020";"Unidades";5083;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116965";"13 Fabricação de produtos têxteis"
"1";"Brasil";"1020";"Unidades";489;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116966";"13.1 Preparação e fiação de fibras têxteis"
"1";"Brasil";"1020";"Unidades";697;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116971";"13.2 Tecelagem, exceto malha"
"1";"Brasil";"1020";"Unidades";372;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116975";"13.3 Fabricação de tecidos de malha"
"1";"Brasil";"1020";"Unidades";1104;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116977";"13.4 Acabamentos em fios, tecidos e artefatos têxteis"
"1";"Brasil";"1020";"Unidades";2421;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116979";"13.5 Fabricação de artefatos têxteis, exceto vestuário"
"1";"Brasil";"1020";"Unidades";24974;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116985";"14 Confecção de artigos do vestuário e acessórios"
"1";"Brasil";"1020";"Unidades";24231;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116986";"14.1 Confecção de artigos do vestuário e acessórios"
"1";"Brasil";"1020";"Unidades";744;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116991";"14.2 Fabricação de artigos de malharia e tricotagem"
"1";"Brasil";"1020";"Unidades";7196;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116994";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados"
"1";"Brasil";"1020";"Unidades";406;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116995";"15.1 Curtimento e outras preparações de couro"
"1";"Brasil";"1020";"Unidades";1469;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"116997";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro"
"1";"Brasil";"1020";"Unidades";4828;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117000";"15.3 Fabricação de calçados"
"1";"Brasil";"1020";"Unidades";494;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117005";"15.4 Fabricação de partes para calçados, de qualquer material"
"1";"Brasil";"1020";"Unidades";8497;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117007";"16 Fabricação de produtos de madeira"
"1";"Brasil";"1020";"Unidades";4187;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117008";"16.1 Desdobramento de madeira"
"1";"Brasil";"1020";"Unidades";4310;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117010";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis"
"1";"Brasil";"1020";"Unidades";2926;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117015";"17 Fabricação de celulose, papel e produtos de papel"
"1";"Brasil";"1020";"Unidades";42;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117016";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel"
"1";"Brasil";"1020";"Unidades";185;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117018";"17.2 Fabricação de papel, cartolina e papel-cartão"
"1";"Brasil";"1020";"Unidades";1189;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117021";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado"
"1";"Brasil";"1020";"Unidades";1509;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117025";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado"
"1";"Brasil";"1020";"Unidades";5414;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117029";"18 Impressão e reprodução de gravações"
"1";"Brasil";"1020";"Unidades";3326;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117030";"18.1 Atividade de impressão"
"1";"Brasil";"1020";"Unidades";2042;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117034";"18.2 Serviços de pré-impressão e acabamentos gráficos"
"1";"Brasil";"1020";"Unidades";47;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117037";"18.3 Reprodução de materiais gravados em qualquer suporte"
"1";"Brasil";"1020";"Unidades";264;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117039";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis"
"1";"Brasil";"1020";"Unidades";3;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117040";"19.1 Coquerias"
"1";"Brasil";"1020";"Unidades";80;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117042";"19.2 Fabricação de produtos derivados do petróleo"
"1";"Brasil";"1020";"Unidades";181;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117045";"19.3 Fabricação de biocombustíveis"
"1";"Brasil";"1020";"Unidades";4676;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117048";"20 Fabricação de produtos químicos"
"1";"Brasil";"1020";"Unidades";430;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117049";"20.1 Fabricação de produtos químicos inorgânicos"
"1";"Brasil";"1020";"Unidades";347;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117055";"20.2 Fabricação de produtos químicos orgânicos"
"1";"Brasil";"1020";"Unidades";195;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117059";"20.3 Fabricação de resinas e elastômeros"
"1";"Brasil";"1020";"Unidades";33;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117063";"20.4 Fabricação de fibras artificiais e sintéticas"
"1";"Brasil";"1020";"Unidades";75;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117065";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários"
"1";"Brasil";"1020";"Unidades";1812;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117068";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
"1";"Brasil";"1020";"Unidades";677;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117072";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
"1";"Brasil";"1020";"Unidades";1106;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117076";"20.9 Fabricação de produtos e preparados químicos diversos"
"1";"Brasil";"1020";"Unidades";599;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117082";"21 Fabricação de produtos farmoquímicos e farmacêuticos"
"1";"Brasil";"1020";"Unidades";43;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117083";"21.1 Fabricação de produtos farmoquímicos"
"1";"Brasil";"1020";"Unidades";557;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117085";"21.2 Fabricação de produtos farmacêuticos"
"1";"Brasil";"1020";"Unidades";9110;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117089";"22 Fabricação de produtos de borracha e de material plástico"
"1";"Brasil";"1020";"Unidades";1964;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117090";"22.1 Fabricação de produtos de borracha"
"1";"Brasil";"1020";"Unidades";7146;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117094";"22.2 Fabricação de produtos de material plástico"
"1";"Brasil";"1020";"Unidades";12578;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117099";"23 Fabricação de produtos de minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";441;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117100";"23.1 Fabricação de vidro e de produtos do vidro"
"1";"Brasil";"1020";"Unidades";32;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117104";"23.2 Fabricação de cimento"
"1";"Brasil";"1020";"Unidades";4104;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117106";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
"1";"Brasil";"1020";"Unidades";4674;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117108";"23.4 Fabricação de produtos cerâmicos"
"1";"Brasil";"1020";"Unidades";3327;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117112";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";2070;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117116";"24 Metalurgia"
"1";"Brasil";"1020";"Unidades";118;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117117";"24.1 Produção de ferro-gusa e de ferroligas"
"1";"Brasil";"1020";"Unidades";279;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117120";"24.2 Siderurgia"
"1";"Brasil";"1020";"Unidades";153;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117125";"24.3 Produção de tubos de aço, exceto tubos sem costura"
"1";"Brasil";"1020";"Unidades";439;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117128";"24.4 Metalurgia dos metais não-ferrosos"
"1";"Brasil";"1020";"Unidades";1080;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117133";"24.5 Fundição"
"1";"Brasil";"1020";"Unidades";16923;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117136";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos"
"1";"Brasil";"1020";"Unidades";4658;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117137";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada"
"1";"Brasil";"1020";"Unidades";436;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117141";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras"
"1";"Brasil";"1020";"Unidades";4202;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117144";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
"1";"Brasil";"1020";"Unidades";2301;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117148";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas"
"1";"Brasil";"1020";"Unidades";10;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117152";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições"
"1";"Brasil";"1020";"Unidades";5317;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117154";"25.9 Fabricação de produtos de metal não especificados anteriormente"
"1";"Brasil";"1020";"Unidades";2097;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117159";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos"
"1";"Brasil";"1020";"Unidades";454;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117160";"26.1 Fabricação de componentes eletrônicos"
"1";"Brasil";"1020";"Unidades";309;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117162";"26.2 Fabricação de equipamentos de informática e periféricos"
"1";"Brasil";"1020";"Unidades";187;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117165";"26.3 Fabricação de equipamentos de comunicação"
"1";"Brasil";"1020";"Unidades";258;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117168";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
"1";"Brasil";"1020";"Unidades";587;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117170";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
"1";"Brasil";"1020";"Unidades";224;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117173";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
"1";"Brasil";"1020";"Unidades";73;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117175";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
"1";"Brasil";"1020";"Unidades";5;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117177";"26.8 Fabricação de mídias virgens, magnéticas e ópticas"
"1";"Brasil";"1020";"Unidades";2608;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117179";"27 Fabricação de máquinas, aparelhos e materiais elétricos"
"1";"Brasil";"1020";"Unidades";366;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117180";"27.1 Fabricação de geradores, transformadores e motores elétricos"
"1";"Brasil";"1020";"Unidades";108;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117182";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos"
"1";"Brasil";"1020";"Unidades";755;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117185";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica"
"1";"Brasil";"1020";"Unidades";493;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117189";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação"
"1";"Brasil";"1020";"Unidades";307;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117191";"27.5 Fabricação de eletrodomésticos"
"1";"Brasil";"1020";"Unidades";578;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117194";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente"
"1";"Brasil";"1020";"Unidades";7777;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117196";"28 Fabricação de máquinas e equipamentos"
"1";"Brasil";"1020";"Unidades";795;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117197";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão"
"1";"Brasil";"1020";"Unidades";2912;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117203";"28.2 Fabricação de máquinas e equipamentos de uso geral"
"1";"Brasil";"1020";"Unidades";857;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117210";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária"
"1";"Brasil";"1020";"Unidades";647;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117214";"28.4 Fabricação de máquinas-ferramenta"
"1";"Brasil";"1020";"Unidades";215;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117216";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção"
"1";"Brasil";"1020";"Unidades";2350;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117221";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico"
"1";"Brasil";"1020";"Unidades";3473;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117229";"29 Fabricação de veículos automotores, reboques e carrocerias"
"1";"Brasil";"1020";"Unidades";18;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117230";"29.1 Fabricação de automóveis, camionetas e utilitários"
"1";"Brasil";"1020";"Unidades";19;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117232";"29.2 Fabricação de caminhões e ônibus"
"1";"Brasil";"1020";"Unidades";810;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117234";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores"
"1";"Brasil";"1020";"Unidades";1708;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117236";"29.4 Fabricação de peças e acessórios para veículos automotores"
"1";"Brasil";"1020";"Unidades";918;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117243";"29.5 Recondicionamento e recuperação de motores para veículos automotores"
"1";"Brasil";"1020";"Unidades";649;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117245";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores"
"1";"Brasil";"1020";"Unidades";215;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117246";"30.1 Construção de embarcações"
"1";"Brasil";"1020";"Unidades";43;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117249";"30.3 Fabricação de veículos ferroviários"
"1";"Brasil";"1020";"Unidades";36;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117252";"30.4 Fabricação de aeronaves"
"1";"Brasil";"1020";"Unidades";1;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117255";"30.5 Fabricação de veículos militares de combate"
"1";"Brasil";"1020";"Unidades";353;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117257";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente"
"1";"Brasil";"1020";"Unidades";8942;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117261";"31 Fabricação de móveis"
"1";"Brasil";"1020";"Unidades";8942;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117262";"31.0 Fabricação de móveis"
"1";"Brasil";"1020";"Unidades";4221;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117267";"32 Fabricação de produtos diversos"
"1";"Brasil";"1020";"Unidades";946;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117268";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes"
"1";"Brasil";"1020";"Unidades";74;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117271";"32.2 Fabricação de instrumentos musicais"
"1";"Brasil";"1020";"Unidades";172;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117273";"32.3 Fabricação de artefatos para pesca e esporte"
"1";"Brasil";"1020";"Unidades";462;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117275";"32.4 Fabricação de brinquedos e jogos recreativos"
"1";"Brasil";"1020";"Unidades";877;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117277";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos"
"1";"Brasil";"1020";"Unidades";1689;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117279";"32.9 Fabricação de produtos diversos"
"1";"Brasil";"1020";"Unidades";3843;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117283";"33 Manutenção, reparação e instalação de máquinas e equipamentos"
"1";"Brasil";"1020";"Unidades";3211;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117284";"33.1 Manutenção e reparação de máquinas e equipamentos"
"1";"Brasil";"1020";"Unidades";632;"1";"Brasil";"630";"Número de empresas";"2007";"2007";"117293";"33.2 Instalação de máquinas e equipamentos"
"1";"Brasil";"1020";"Unidades";164809;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"117897";"Total"
"1";"Brasil";"1020";"Unidades";3153;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116880";"B Indústrias extrativas"
"1";"Brasil";"1020";"Unidades";26;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116881";"05 Extração de carvão mineral"
"1";"Brasil";"1020";"Unidades";26;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116882";"05.0 Extração de carvão mineral"
"1";"Brasil";"1020";"Unidades";8;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116884";"06 Extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";8;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116885";"06.0 Extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";128;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116887";"07 Extração de minerais metálicos"
"1";"Brasil";"1020";"Unidades";50;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116888";"07.1 Extração de minério de ferro"
"1";"Brasil";"1020";"Unidades";78;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116890";"07.2 Extração de minerais metálicos não-ferrosos"
"1";"Brasil";"1020";"Unidades";2929;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116897";"08 Extração de minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";2555;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116898";"08.1 Extração de pedra, areia e argila"
"1";"Brasil";"1020";"Unidades";374;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116900";"08.9 Extração de outros minerais não-metálicos"
"1";"Brasil";"1020";"Unidades";64;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116905";"09 Atividades de apoio à extração de minerais"
"1";"Brasil";"1020";"Unidades";61;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116906";"09.1 Atividades de apoio à extração de petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";3;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116908";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
"1";"Brasil";"1020";"Unidades";161656;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116910";"C Indústrias de transformação"
"1";"Brasil";"1020";"Unidades";21853;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116911";"10 Fabricação de produtos alimentícios"
"1";"Brasil";"1020";"Unidades";1867;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116912";"10.1 Abate e fabricação de produtos de carne"
"1";"Brasil";"1020";"Unidades";239;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116916";"10.2 Preservação do pescado e fabricação de produtos do pescado"
"1";"Brasil";"1020";"Unidades";990;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116918";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais"
"1";"Brasil";"1020";"Unidades";145;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116922";"10.4 Fabricação de óleos e gorduras vegetais e animais"
"1";"Brasil";"1020";"Unidades";2525;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116926";"10.5 Laticínios"
"1";"Brasil";"1020";"Unidades";2342;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116930";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais"
"1";"Brasil";"1020";"Unidades";120;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116938";"10.7 Fabricação e refino de açúcar"
"1";"Brasil";"1020";"Unidades";723;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116941";"10.8 Torrefação e moagem de café"
"1";"Brasil";"1020";"Unidades";12902;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116944";"10.9 Fabricação de outros produtos alimentícios"
"1";"Brasil";"1020";"Unidades";1280;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116952";"11 Fabricação de bebidas"
"1";"Brasil";"1020";"Unidades";595;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116953";"11.1 Fabricação de bebidas alcoólicas"
"1";"Brasil";"1020";"Unidades";685;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116957";"11.2 Fabricação de bebidas não-alcoólicas"
"1";"Brasil";"1020";"Unidades";80;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116960";"12 Fabricação de produtos do fumo"
"1";"Brasil";"1020";"Unidades";21;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116961";"12.1 Processamento industrial do fumo"
"1";"Brasil";"1020";"Unidades";59;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116963";"12.2 Fabricação de produtos do fumo"
"1";"Brasil";"1020";"Unidades";5297;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116965";"13 Fabricação de produtos têxteis"
"1";"Brasil";"1020";"Unidades";501;"1";"Brasil";"630";"Número de empresas";"2008";"2008";"116966";"13.1 Preparação e fiação de fibras têxteis"
