"Nível Territorial (Código)";"Nível Territorial";"Unidade de Medida (Código)";"Unidade de Medida";"Valor";"Brasil (Código)";"Brasil";"Variável (Código)";"Variável";"Ano (Código)";"Ano";"Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código)";"Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"1";"Brasil";"40";"Mil Reais";85799642;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117897";"Total"
"1";"Brasil";"40";"Mil Reais";2307965;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116880";"B Indústrias extrativas"
"1";"Brasil";"40";"Mil Reais";104798;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116881";"05 Extração de carvão mineral"
"1";"Brasil";"40";"Mil Reais";104798;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116882";"05.0 Extração de carvão mineral"
"1";"Brasil";"40";"Mil Reais";20286;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116884";"06 Extração de petróleo e gás natural"
"1";"Brasil";"40";"Mil Reais";20286;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116885";"06.0 Extração de petróleo e gás natural"
"1";"Brasil";"40";"Mil Reais";775433;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116887";"07 Extração de minerais metálicos"
"1";"Brasil";"40";"Mil Reais";598736;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116888";"07.1 Extração de minério de ferro"
"1";"Brasil";"40";"Mil Reais";176697;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116890";"07.2 Extração de minerais metálicos não-ferrosos"
"1";"Brasil";"40";"Mil Reais";614147;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116897";"08 Extração de minerais não-metálicos"
"1";"Brasil";"40";"Mil Reais";482056;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116898";"08.1 Extração de pedra, areia e argila"
"1";"Brasil";"40";"Mil Reais";132091;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116900";"08.9 Extração de outros minerais não-metálicos"
"1";"Brasil";"40";"Mil Reais";793301;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116905";"09 Atividades de apoio à extração de minerais"
"1";"Brasil";"40";"Mil Reais";793062;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116906";"09.1 Atividades de apoio à extração de petróleo e gás natural"
"1";"Brasil";"40";"Mil Reais";240;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116908";"09.9 Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
"1";"Brasil";"40";"Mil Reais";83491677;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116910";"C Indústrias de transformação"
"1";"Brasil";"40";"Mil Reais";10096229;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116911";"10 Fabricação de produtos alimentícios"
"1";"Brasil";"40";"Mil Reais";3390054;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116912";"10.1 Abate e fabricação de produtos de carne"
"1";"Brasil";"40";"Mil Reais";87011;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116916";"10.2 Preservação do pescado e fabricação de produtos do pescado"
"1";"Brasil";"40";"Mil Reais";534695;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116918";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais"
"1";"Brasil";"40";"Mil Reais";551488;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116922";"10.4 Fabricação de óleos e gorduras vegetais e animais"
"1";"Brasil";"40";"Mil Reais";1010690;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116926";"10.5 Laticínios"
"1";"Brasil";"40";"Mil Reais";770599;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116930";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais"
"1";"Brasil";"40";"Mil Reais";1996359;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116938";"10.7 Fabricação e refino de açúcar"
"1";"Brasil";"40";"Mil Reais";115431;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116941";"10.8 Torrefação e moagem de café"
"1";"Brasil";"40";"Mil Reais";1639902;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116944";"10.9 Fabricação de outros produtos alimentícios"
"1";"Brasil";"40";"Mil Reais";991303;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116952";"11 Fabricação de bebidas"
"1";"Brasil";"40";"Mil Reais";618992;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116953";"11.1 Fabricação de bebidas alcoólicas"
"1";"Brasil";"40";"Mil Reais";372311;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116957";"11.2 Fabricação de bebidas não-alcoólicas"
"1";"Brasil";"40";"Mil Reais";314079;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116960";"12 Fabricação de produtos do fumo"
"1";"Brasil";"40";"Mil Reais";131570;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116961";"12.1 Processamento industrial do fumo"
"1";"Brasil";"40";"Mil Reais";182509;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116963";"12.2 Fabricação de produtos do fumo"
"1";"Brasil";"40";"Mil Reais";2801175;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116965";"13 Fabricação de produtos têxteis"
"1";"Brasil";"40";"Mil Reais";470122;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116966";"13.1 Preparação e fiação de fibras têxteis"
"1";"Brasil";"40";"Mil Reais";1153242;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116971";"13.2 Tecelagem, exceto malha"
"1";"Brasil";"40";"Mil Reais";206957;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116975";"13.3 Fabricação de tecidos de malha"
"1";"Brasil";"40";"Mil Reais";345194;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116977";"13.4 Acabamentos em fios, tecidos e artefatos têxteis"
"1";"Brasil";"40";"Mil Reais";625660;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116979";"13.5 Fabricação de artefatos têxteis, exceto vestuário"
"1";"Brasil";"40";"Mil Reais";3606959;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116985";"14 Confecção de artigos do vestuário e acessórios"
"1";"Brasil";"40";"Mil Reais";3485164;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116986";"14.1 Confecção de artigos do vestuário e acessórios"
"1";"Brasil";"40";"Mil Reais";121795;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116991";"14.2 Fabricação de artigos de malharia e tricotagem"
"1";"Brasil";"40";"Mil Reais";2938034;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116994";"15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados"
"1";"Brasil";"40";"Mil Reais";391101;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116995";"15.1 Curtimento e outras preparações de couro"
"1";"Brasil";"40";"Mil Reais";191299;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"116997";"15.2 Fabricação de artigos para viagem e de artefatos diversos de couro"
"1";"Brasil";"40";"Mil Reais";2159913;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117000";"15.3 Fabricação de calçados"
"1";"Brasil";"40";"Mil Reais";195721;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117005";"15.4 Fabricação de partes para calçados, de qualquer material"
"1";"Brasil";"40";"Mil Reais";1866905;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117007";"16 Fabricação de produtos de madeira"
"1";"Brasil";"40";"Mil Reais";749103;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117008";"16.1 Desdobramento de madeira"
"1";"Brasil";"40";"Mil Reais";1117801;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117010";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis"
"1";"Brasil";"40";"Mil Reais";2757612;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117015";"17 Fabricação de celulose, papel e produtos de papel"
"1";"Brasil";"40";"Mil Reais";191805;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117016";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel"
"1";"Brasil";"40";"Mil Reais";826458;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117018";"17.2 Fabricação de papel, cartolina e papel-cartão"
"1";"Brasil";"40";"Mil Reais";873854;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117021";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado"
"1";"Brasil";"40";"Mil Reais";865495;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117025";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado"
"1";"Brasil";"40";"Mil Reais";1103286;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117029";"18 Impressão e reprodução de gravações"
"1";"Brasil";"40";"Mil Reais";728112;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117030";"18.1 Atividade de impressão"
"1";"Brasil";"40";"Mil Reais";315522;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117034";"18.2 Serviços de pré-impressão e acabamentos gráficos"
"1";"Brasil";"40";"Mil Reais";59651;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117037";"18.3 Reprodução de materiais gravados em qualquer suporte"
"1";"Brasil";"40";"Mil Reais";5577356;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117039";"19 Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis"
"1";"Brasil";"40";"Mil Reais";1594;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117040";"19.1 Coquerias"
"1";"Brasil";"40";"Mil Reais";4045835;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117042";"19.2 Fabricação de produtos derivados do petróleo"
"1";"Brasil";"40";"Mil Reais";1529927;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117045";"19.3 Fabricação de biocombustíveis"
"1";"Brasil";"40";"Mil Reais";4370078;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117048";"20 Fabricação de produtos químicos"
"1";"Brasil";"40";"Mil Reais";827567;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117049";"20.1 Fabricação de produtos químicos inorgânicos"
"1";"Brasil";"40";"Mil Reais";731757;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117055";"20.2 Fabricação de produtos químicos orgânicos"
"1";"Brasil";"40";"Mil Reais";665972;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117059";"20.3 Fabricação de resinas e elastômeros"
"1";"Brasil";"40";"Mil Reais";68894;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117063";"20.4 Fabricação de fibras artificiais e sintéticas"
"1";"Brasil";"40";"Mil Reais";303545;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117065";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários"
"1";"Brasil";"40";"Mil Reais";851619;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117068";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
"1";"Brasil";"40";"Mil Reais";381665;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117072";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
"1";"Brasil";"40";"Mil Reais";539061;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117076";"20.9 Fabricação de produtos e preparados químicos diversos"
"1";"Brasil";"40";"Mil Reais";1079384;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117082";"21 Fabricação de produtos farmoquímicos e farmacêuticos"
"1";"Brasil";"40";"Mil Reais";22158;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117083";"21.1 Fabricação de produtos farmoquímicos"
"1";"Brasil";"40";"Mil Reais";1057226;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117085";"21.2 Fabricação de produtos farmacêuticos"
"1";"Brasil";"40";"Mil Reais";4447039;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117089";"22 Fabricação de produtos de borracha e de material plástico"
"1";"Brasil";"40";"Mil Reais";1338693;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117090";"22.1 Fabricação de produtos de borracha"
"1";"Brasil";"40";"Mil Reais";3108346;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117094";"22.2 Fabricação de produtos de material plástico"
"1";"Brasil";"40";"Mil Reais";3474234;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117099";"23 Fabricação de produtos de minerais não-metálicos"
"1";"Brasil";"40";"Mil Reais";507746;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117100";"23.1 Fabricação de vidro e de produtos do vidro"
"1";"Brasil";"40";"Mil Reais";314547;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117104";"23.2 Fabricação de cimento"
"1";"Brasil";"40";"Mil Reais";693799;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117106";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
"1";"Brasil";"40";"Mil Reais";1177981;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117108";"23.4 Fabricação de produtos cerâmicos"
"1";"Brasil";"40";"Mil Reais";780161;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117112";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos"
"1";"Brasil";"40";"Mil Reais";4968791;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117116";"24 Metalurgia"
"1";"Brasil";"40";"Mil Reais";386971;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117117";"24.1 Produção de ferro-gusa e de ferroligas"
"1";"Brasil";"40";"Mil Reais";2548145;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117120";"24.2 Siderurgia"
"1";"Brasil";"40";"Mil Reais";308132;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117125";"24.3 Produção de tubos de aço, exceto tubos sem costura"
"1";"Brasil";"40";"Mil Reais";1168257;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117128";"24.4 Metalurgia dos metais não-ferrosos"
"1";"Brasil";"40";"Mil Reais";557285;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117133";"24.5 Fundição"
"1";"Brasil";"40";"Mil Reais";5324515;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117136";"25 Fabricação de produtos de metal, exceto máquinas e equipamentos"
"1";"Brasil";"40";"Mil Reais";1049940;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117137";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada"
"1";"Brasil";"40";"Mil Reais";296713;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117141";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras"
"1";"Brasil";"40";"Mil Reais";1288075;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117144";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
"1";"Brasil";"40";"Mil Reais";821611;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117148";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas"
"1";"Brasil";"40";"Mil Reais";122301;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117152";"25.5 Fabricação de equipamento bélico pesado, armas de fogo e munições"
"1";"Brasil";"40";"Mil Reais";1745875;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117154";"25.9 Fabricação de produtos de metal não especificados anteriormente"
"1";"Brasil";"40";"Mil Reais";2073930;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117159";"26 Fabricação de equipamentos de informática, produtos eletrônicos e ópticos"
"1";"Brasil";"40";"Mil Reais";295299;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117160";"26.1 Fabricação de componentes eletrônicos"
"1";"Brasil";"40";"Mil Reais";401275;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117162";"26.2 Fabricação de equipamentos de informática e periféricos"
"1";"Brasil";"40";"Mil Reais";568532;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117165";"26.3 Fabricação de equipamentos de comunicação"
"1";"Brasil";"40";"Mil Reais";293411;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117168";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
"1";"Brasil";"40";"Mil Reais";429142;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117170";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
"1";"Brasil";"40";"Mil Reais";65239;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117173";"26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
"1";"Brasil";"40";"Mil Reais";19181;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117175";"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
"1";"Brasil";"40";"Mil Reais";1851;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117177";"26.8 Fabricação de mídias virgens, magnéticas e ópticas"
"1";"Brasil";"40";"Mil Reais";3060312;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117179";"27 Fabricação de máquinas, aparelhos e materiais elétricos"
"1";"Brasil";"40";"Mil Reais";907997;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117180";"27.1 Fabricação de geradores, transformadores e motores elétricos"
"1";"Brasil";"40";"Mil Reais";140336;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117182";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos"
"1";"Brasil";"40";"Mil Reais";688443;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117185";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica"
"1";"Brasil";"40";"Mil Reais";247608;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117189";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação"
"1";"Brasil";"40";"Mil Reais";864058;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117191";"27.5 Fabricação de eletrodomésticos"
"1";"Brasil";"40";"Mil Reais";211870;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117194";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente"
"1";"Brasil";"40";"Mil Reais";5577828;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117196";"28 Fabricação de máquinas e equipamentos"
"1";"Brasil";"40";"Mil Reais";1296513;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117197";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão"
"1";"Brasil";"40";"Mil Reais";1538324;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117203";"28.2 Fabricação de máquinas e equipamentos de uso geral"
"1";"Brasil";"40";"Mil Reais";650590;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117210";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária"
"1";"Brasil";"40";"Mil Reais";456533;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117214";"28.4 Fabricação de máquinas-ferramenta"
"1";"Brasil";"40";"Mil Reais";552302;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117216";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção"
"1";"Brasil";"40";"Mil Reais";1083565;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117221";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico"
"1";"Brasil";"40";"Mil Reais";10005580;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117229";"29 Fabricação de veículos automotores, reboques e carrocerias"
"1";"Brasil";"40";"Mil Reais";2978021;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117230";"29.1 Fabricação de automóveis, camionetas e utilitários"
"1";"Brasil";"40";"Mil Reais";776775;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117232";"29.2 Fabricação de caminhões e ônibus"
"1";"Brasil";"40";"Mil Reais";764077;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117234";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores"
"1";"Brasil";"40";"Mil Reais";5372608;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117236";"29.4 Fabricação de peças e acessórios para veículos automotores"
"1";"Brasil";"40";"Mil Reais";114098;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117243";"29.5 Recondicionamento e recuperação de motores para veículos automotores"
"1";"Brasil";"40";"Mil Reais";2238251;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117245";"30 Fabricação de outros equipamentos de transporte, exceto veículos automotores"
"1";"Brasil";"40";"Mil Reais";352252;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117246";"30.1 Construção de embarcações"
"1";"Brasil";"40";"Mil Reais";NA;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117249";"30.3 Fabricação de veículos ferroviários"
"1";"Brasil";"40";"Mil Reais";1052864;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117252";"30.4 Fabricação de aeronaves"
"1";"Brasil";"40";"Mil Reais";NA;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117255";"30.5 Fabricação de veículos militares de combate"
"1";"Brasil";"40";"Mil Reais";534347;"1";"Brasil";"819";"Salários, retiradas e outras remunerações de pessoal assalariado ligado à produção";"2007";"2007";"117257";"30.9 Fabricação de equipamentos de transporte não especificados anteriormente"
